course,subject,difficult_level,num_subscribers
Python for Trading & Investing,Business Finance,All Levels,638
Projects in Foundation Framework - Learn By Building 10 Apps,Web Development,All Levels,636
The Cost of Capital: The Key To Attract Venture Capitalists,Business Finance,All Levels,635
Learn Knockout JS Framework from GroundUp,Web Development,All Levels,633
Trading Trends in ANY Market,Business Finance,All Levels,632
"Professional Options Trading, Simplified",Business Finance,All Levels,631
Learning Axure RP,Web Development,All Levels,631
Build Web Apps Using EmberJS: The Complete Course,Web Development,All Levels,627
"HTML5, CSS3 And JavaScript Fundamentals 2016",Web Development,All Levels,627
Crowdfunding to Win,Business Finance,All Levels,627
Professional Trading - Consistent Profits with Low Risk!,Business Finance,All Levels,627
Forex Elite Trading,Business Finance,All Levels,623
CFA Corporate Finance Level 1 (Part 1),Business Finance,All Levels,621
Take Your Career to the Next Level with MBA Finance,Business Finance,All Levels,618
Introduction to Options - Strategies For Consistent Profits,Business Finance,All Levels,617
Capital Market Immersion,Business Finance,All Levels,613
JavaScript Tutorial,Web Development,All Levels,613
Master ASP . NET 4 from scratch,Web Development,All Levels,613
The Basics Of Volume Analysis,Business Finance,All Levels,611
Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,Business Finance,All Levels,609
Getting Started with Magento,Web Development,All Levels,608
Indian Contract Act 1872: Must for all Finance Professionals,Business Finance,All Levels,605
ALGOTECH Hedge Fund Method for Stock Market Trading,Business Finance,All Levels,605
Learn Laravel: Create Your Web App Step-By-Step,Web Development,All Levels,604
ASP.NET C# - Enterprise Web Systems From Novice to Expert,Web Development,All Levels,604
Vue JS 2: From Beginner to Professional,Web Development,All Levels,602
PHP CodeIgniter:CRUD concepts in MVC,Web Development,All Levels,601
Cross-Platform Development with ASP.NET Core 1.0 MVC,Web Development,All Levels,601
Master Graphic Design Using Photoshop with Rachael,Graphic Design,All Levels,598
Master Angular 4 by Example - Build 7 Awesome Apps!,Web Development,All Levels,596
"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z 398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",Musical Instruments,All Levels,595
How to make Business Cards like a Pro,Graphic Design,All Levels,593
Samuel and Co Trading - Stock & Forex Trading,Business Finance,All Levels,592
The Financial Analyst Skills Training (FAST) course 2017,Business Finance,All Levels,589
Administering Microsoft SQL Server 2012 Databases - 70-462,Web Development,All Levels,586
Learning Docker and Kubernetes by Lab,Web Development,All Levels,586
Create Newsletter Subscription Form with PHP/AJAX in 40 Min,Web Development,All Levels,586
Play Sonny Terry style on Harmonica and dazzle your friends!,Musical Instruments,All Levels,582
Learning Drupal 8,Web Development,All Levels,577
Accounting for Depreciation (Collage Level),Business Finance,All Levels,576
3. Compound Interest ,Business Finance,All Levels,570
Quantitative Trading Analysis with R,Business Finance,All Levels,567
Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,Musical Instruments,All Levels,567
Lerning PHP by building website,Web Development,All Levels,567
How to Copy the Best Traders on Etoro,Business Finance,All Levels,564
HTML and HTML5 For Beginners 2016,Web Development,All Levels,563
A Complete Guide to Becoming a Trader on the Forex Market,Business Finance,All Levels,562
Learn Laravel PHP Framework Building Multi User SEO Blog APP,Web Development,All Levels,557
Create a Membership Site with Wishlist Member & Wordpress,Web Development,All Levels,557
Building Better APIs with GraphQL,Web Development,All Levels,555
Trade Forex 13 Patterns - Golden Ratios Secret Revealed,Business Finance,All Levels,554
Professional Bookkeeping & Accounting 1: Sales & Purchases,Business Finance,All Levels,551
ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,Web Development,All Levels,550
Master the Art of Web Design with HTML & CSS,Web Development,All Levels,550
Learn OAuth 2.0 - Theory and Hands On,Web Development,All Levels,546
Flat Design - Create Beautiful Flat Graphics In Photoshop,Graphic Design,All Levels,545
Commercial Credit Analysis,Business Finance,All Levels,545
Forex - Calculate Lot Size Like Pro,Business Finance,All Levels,543
Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,Web Development,All Levels,540
The All-In-One Web Development Course,Web Development,All Levels,538
Music Fundamentals: Learn Beatmaking with Pen Tapping,Musical Instruments,All Levels,537
Learn Sketch 3 Mobile App Design From Scratch,Graphic Design,All Levels,528
Learn Spring Framework Practically - Hands On Recipies,Web Development,All Levels,522
Forex Breakout Profits: The Definitive Guide,Business Finance,All Levels,521
Trade Pullback Candlestick Strategy - Make Consistent Pips,Business Finance,All Levels,521
Step by Step Gif animation in Photoshop,Graphic Design,All Levels,518
Contango VXX - ETF Options Trading - Double Your Investment,Business Finance,All Levels,513
Learn and Build using Polymer,Web Development,All Levels,513
Forex Trading Profitably,Business Finance,All Levels,512
The Ultimate Method for Learning Modern Piano & Keyboards,Musical Instruments,All Levels,512
PHP Laravel 5:Creating a CRUD application,Web Development,All Levels,511
Learn 4 Vital things that will make your DRUM PLAYING EASIER,Musical Instruments,All Levels,510
Canva - Making Design Simple,Graphic Design,All Levels,509
Pixelmator - Create Vector Graphics From Scratch,Graphic Design,All Levels,507
"Accounting, Finance and Banking - A Comprehensive Study",Business Finance,All Levels,507
Option Trading for Rookies: Make & Manage Profitable Trades,Business Finance,All Levels,507
Photoshop CC MasterClass,Graphic Design,All Levels,505
How to Trade Forex like a Hedge Fund: Long FX Strategies,Business Finance,All Levels,504
Cost Accounting - A Comprehensive Study,Business Finance,All Levels,503
Logo Design: Mastering the Wordmark,Graphic Design,All Levels,500
"Sketching: How to Draw People, Hands, Eyes, Buildings & Cars",Graphic Design,All Levels,500
Learn Grunt with Examples: Automate Your Front End Workflow,Web Development,All Levels,496
Capital Market Road Map,Business Finance,All Levels,495
Pin Bars: The Most Powerful Forex Trading Signal,Business Finance,All Levels,494
Learn print production from start to finish,Graphic Design,All Levels,494
"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z 650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",Musical Instruments,All Levels,489
Become a Logo Designer: Guide to Complimentary Logo Software,Graphic Design,All Levels,485
Interest Rate Swaps,Business Finance,All Levels,485
Sketch 3 - New Guide To iOS 8 Mobile App Design (2015),Graphic Design,All Levels,481
Asset Protection Using Offshore Companies,Business Finance,All Levels,480
Wordpress Backup & Restore,Web Development,All Levels,478
Bitcoin Investing: The Complete Buy & Hold Strategy,Business Finance,All Levels,477
Futures/Commodity Trading,Business Finance,All Levels,472
6 Must Know Tricks to Successful Solos,Musical Instruments,All Levels,469
Become A Full Stack Web Developer in 14 Days,Web Development,All Levels,467
Symfony 3: Build a PHP Application with Symfony,Web Development,All Levels,466
ブルースギター入門,Musical Instruments,All Levels,462
Illustrator CC MasterClass,Graphic Design,All Levels,462
SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,Business Finance,All Levels,462
Create Your Own Automated Stock Trading Robot In EXCEL!,Business Finance,All Levels,461
Codeless Website Development with Adobe Muse,Web Development,All Levels,461
Advance Unix : File Processing: AWK | GREP | VIM,Web Development,All Levels,458
JavaScript High Performance,Web Development,All Levels,458
Cost Accounting and Financial Management - A Complete Study,Business Finance,All Levels,452
Make Your Own Ukulele,Musical Instruments,All Levels,452
Introduction to Gypsy Jazz Guitar,Musical Instruments,All Levels,452
Illustrator 101: Learn Quickly and Easily to create Artwork,Graphic Design,All Levels,452
CAGED System for Guitar (Guitar Lessons from Lutz Academy),Musical Instruments,All Levels,450
Angular 2 Fundamentals for Web Developers,Web Development,All Levels,450
Create Awesome Ebook Covers Using Microsoft Word,Graphic Design,All Levels,447
Adobe Illustrator | Master in 3D,Graphic Design,All Levels,445
Learn GIMP,Graphic Design,All Levels,441
Play Piano 7: Improvise on For All We Know in F Key by Ear,Musical Instruments,All Levels,438
Proven Methods In Trading Candlestick Patterns,Business Finance,All Levels,438
Learn To Build Apps Using Play Framework,Web Development,All Levels,434
Bitcoin - Ethereum: Trading -Watch me manage my own account!,Business Finance,All Levels,431
Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,Web Development,All Levels,430
XML XSLT - Crash Course for Beginners,Web Development,All Levels,426
XML XQuery - Crash Course for Beginners,Web Development,All Levels,426
Equity Products,Business Finance,All Levels,426
Drawing in Perspective,Graphic Design,All Levels,426
Learn to Play Percussion: Beginner to Pro made the Easy Way!,Musical Instruments,All Levels,425
Master Typescript : Learn Typescript from scratch,Web Development,All Levels,424
jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,Web Development,All Levels,422
Morphing  with After Effect : Everything you need to know,Graphic Design,All Levels,421
"Learn Piano with Beyer, 15 Minutes Challenge",Musical Instruments,All Levels,418
Mastering ASP.NET MVC 5 From Scratch Using C#,Web Development,All Levels,417
Master WCF 4.0 From Scratch Using C#,Web Development,All Levels,415
How To Play The Djembe: For Beginners,Musical Instruments,All Levels,414
The Smart Option Trader,Business Finance,All Levels,412
Stock Technical Analysis with Python,Business Finance,All Levels,409
Fundamental Financial Math,Business Finance,All Levels,406
Inside Drum Technique,Musical Instruments,All Levels,406
Cost of Capital and Weighted Average Cost of Capital,Business Finance,All Levels,405
Learn to Play Trombone: Go From Beginner to Pro in No Time!,Musical Instruments,All Levels,402
Matemática Financeira de um jeito fácil,Business Finance,All Levels,401
The Ultimate Fibonacci Trading Plan for Forex and Stocks,Business Finance,All Levels,399
Yield Curve Dynamics,Business Finance,All Levels,397
Life Coach Business Basics: Finance and Operations,Business Finance,All Levels,397
XML DOM - Crash Course for Beginners,Web Development,All Levels,396
Learn Facebook Flux Architecture for Web Applications,Web Development,All Levels,395
JavaScript from Beginner to Advanced,Web Development,All Levels,395
Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,Business Finance,All Levels,394
Equity Swaps,Business Finance,All Levels,394
Portfolio Management CFA L1 2016,Business Finance,All Levels,393
Build Wordpress CMS Clone with Laravel 5,Web Development,All Levels,392
Adobe Illustrator T-Shirt Design for Merch by Amazon,Graphic Design,All Levels,390
Surface Pattern Design : Create Scandinavian Patterns,Graphic Design,All Levels,390
Complete Claritas Investment Certificate,Business Finance,All Levels,388
Essential Skills for Designers - Mastering the Pen Tool,Graphic Design,All Levels,387
Hand Lettering para Iniciantes,Graphic Design,All Levels,384
The Intelligent Investor,Business Finance,All Levels,384
Chugging - it don't mean a thing if it ain't got that swing!,Musical Instruments,All Levels,382
jQuery UI in Action: Build 5 jQuery UI Projects,Web Development,All Levels,382
Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,Graphic Design,All Levels,381
T-Shirt Sales - Merch By Amazon Profit Formula With Canva,Graphic Design,All Levels,380
Contabilidad rápida y eficaz,Business Finance,All Levels,379
Sending email with PHP: from Basic to Advanced,Web Development,All Levels,379
"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",Musical Instruments,All Levels,377
Mortgage Backed Securities,Business Finance,All Levels,376
